SalePrice,OverallCond,OverallQual,YearBuilt,YearRemodAdd,MoSold,YrSold,LotArea,TotalBath,BedroomAbvGr,GarageCars
380000,5,9,2006,2006,3,2007,13693,2.5,3,3
297000,5,8,2007,2008,9,2009,10637,2.0,3,3
89471,7,4,1937,2000,3,2007,5925,1.0,2,2
326000,5,9,2004,2005,3,2006,16033,2.0,3,3
374000,5,9,2003,2004,8,2006,11846,2.0,2,3
155000,8,7,1915,2005,6,2009,2500,1.5,4,1
164000,5,6,1998,1998,5,2006,4500,2.0,2,2
132500,7,5,1962,2001,3,2007,7758,1.0,3,1
147000,7,5,1950,2007,7,2009,9600,1.0,3,1
156000,7,5,1965,1965,6,2007,10289,1.5,3,2
175000,6,5,1971,1971,2,2007,12243,2.0,3,2
160000,4,5,1900,1970,5,2006,10800,2.0,3,2
86000,8,4,1970,2002,5,2009,1526,1.0,1,1
115000,6,5,1976,1976,6,2008,2665,1.5,3,1
133000,7,6,1941,1950,8,2006,9490,1.0,3,1
172785,5,6,2006,2006,5,2006,15578,2.5,3,2
155000,6,5,1960,1960,6,2008,7931,1.5,3,1
91300,8,5,1938,1996,12,2009,5784,1.0,2,1
34900,5,4,1920,1950,11,2009,7879,1.0,2,0
430000,5,8,1992,1993,5,2007,12692,3.0,4,2
184000,6,7,1925,1950,6,2008,9120,2.0,4,1
130000,7,5,1967,2004,6,2009,7800,1.0,3,1
120000,7,5,1958,1985,6,2007,7535,1.0,2,1
113000,5,6,1973,1973,5,2007,1890,1.5,3,1
226700,5,7,2005,2005,2,2008,9803,2.5,3,2
140000,7,5,1965,1965,4,2007,9170,1.0,2,2
289000,8,7,1959,1997,3,2010,15602,2.0,1,2
147000,5,6,1974,1974,6,2009,2308,2.5,3,2
124500,5,5,1952,1952,7,2009,7596,2.0,4,2
215000,5,8,1993,1994,9,2006,9554,2.5,3,2
208300,5,6,2009,2009,9,2009,7862,2.0,2,2
161000,9,7,1928,2005,10,2008,9600,2.0,3,2
124500,6,5,1959,1959,7,2009,9600,1.0,3,1
164900,7,5,1951,2000,6,2009,14559,1.0,2,1
202665,5,7,2005,2006,3,2006,6792,2.0,2,2
129900,5,5,1958,1958,7,2006,9100,1.0,3,2
134000,5,6,1983,1983,6,2007,9187,1.5,3,2
96500,5,5,1926,1950,6,2007,10594,1.0,2,1
402861,5,10,2009,2009,9,2009,12220,2.5,3,3
158000,6,6,1972,1972,8,2009,10448,2.5,3,2
265000,5,7,1996,1997,7,2009,10208,2.5,3,3
211000,5,6,1998,1998,5,2007,9531,2.5,3,2
234000,9,7,1926,2004,6,2009,10918,1.5,3,1
106250,7,4,1900,2000,8,2008,10800,2.0,3,0
150000,6,6,1957,1957,5,2007,11988,1.5,3,1
159000,7,6,1947,1950,10,2006,5000,2.0,3,2
184750,5,10,2007,2008,10,2007,40094,3.5,3,3
315750,5,7,1996,1997,8,2007,11787,2.5,3,3
176000,5,7,2005,2005,4,2006,7500,2.0,3,2
132000,7,5,1956,2000,6,2007,13300,1.0,2,1
446261,5,9,2008,2008,11,2008,14948,2.5,3,3
86000,7,4,1920,2002,7,2007,9098,1.0,2,0
200624,3,6,1957,1975,3,2007,32668,3.0,4,2
175000,5,6,1988,1989,8,2008,10200,2.0,3,2
128000,8,6,1920,1999,6,2008,6155,2.0,3,2
107500,7,5,1955,2007,4,2010,7200,1.0,2,1
39300,3,1,1946,1950,1,2007,5000,1.0,1,0
178000,5,8,2004,2004,10,2006,9056,2.5,3,2
107500,7,5,1910,1991,1,2008,7000,1.0,3,0
188000,5,7,1998,1999,7,2008,8924,2.5,3,2
111250,5,4,1972,1972,4,2008,12735,1.0,3,2
158000,5,5,1968,1968,7,2006,11553,1.5,3,1
272000,5,8,2001,2002,5,2010,11423,2.0,3,2
315000,5,9,2006,2006,3,2009,14601,2.0,2,3
248000,5,8,2000,2000,6,2007,11000,2.5,4,3
213250,5,7,1998,1999,6,2009,10140,2.0,3,2
133000,5,7,1998,1998,6,2007,4058,1.0,1,1
179665,5,7,2006,2006,9,2006,17104,2.5,3,2
229000,5,7,1988,1988,2,2006,13837,2.5,4,3
210000,7,6,1923,1950,5,2007,8737,1.5,3,2
129500,7,5,1970,1970,4,2007,7244,1.0,2,2
125000,7,5,1955,1995,6,2008,8235,1.0,2,2
263000,5,7,2003,2004,11,2009,9375,2.5,4,2
140000,6,6,1977,1977,10,2008,4043,2.0,2,2
112500,6,5,1957,1957,6,2008,6000,1.0,3,1
255500,5,8,2006,2006,7,2009,11146,2.0,3,3
108000,5,4,1949,2003,5,2009,8777,2.0,2,2
284000,5,7,2003,2004,8,2008,10625,2.5,3,3
113000,6,5,1922,1950,8,2006,6380,1.0,2,1
141000,5,5,1957,1957,5,2006,14850,1.0,2,1
108000,6,4,1920,1950,9,2006,11040,1.5,3,1
175000,5,7,1996,1997,8,2008,21872,2.5,3,2
234000,5,7,2003,2004,10,2006,3196,2.0,2,2
121500,6,5,1957,1996,5,2010,11341,1.5,3,2
170000,5,5,1974,1975,4,2006,10010,1.0,2,2
108000,6,5,1940,1969,7,2008,13907,1.0,3,0
185000,7,6,1918,1950,7,2008,21780,2.0,4,2
268000,5,7,1992,2000,7,2006,13346,2.5,4,2
128000,4,6,1915,1950,5,2010,6858,1.5,4,1
325000,5,9,2005,2007,6,2008,11198,2.5,4,3
214000,5,7,2004,2004,3,2010,10171,2.0,3,2
316600,8,8,1983,2009,9,2009,12327,1.5,1,2
135960,5,5,1979,1979,12,2006,7032,1.0,2,2
142600,5,5,1965,1965,11,2008,13101,2.0,6,2
120000,6,6,1959,1959,10,2006,7332,1.0,2,1
224500,5,7,2009,2009,7,2009,13159,2.5,3,2
170000,5,7,2000,2000,12,2007,9967,2.5,3,2
139000,7,5,1971,2005,12,2007,10500,1.0,3,1
118500,5,5,1947,1950,10,2008,8480,1.0,2,1
145000,7,7,1928,1950,8,2009,6292,2.0,3,1
164500,6,5,1966,1966,5,2006,11777,1.0,3,2
146000,5,7,2007,2007,2,2008,3604,2.0,2,2
131500,5,5,1954,1954,11,2008,12150,2.0,4,1
181900,6,6,1960,1987,6,2007,14585,1.0,3,2
253293,5,8,2008,2009,8,2009,12704,2.5,3,3
118500,5,6,1990,1990,5,2007,11841,1.0,3,0
325000,9,10,1893,2000,7,2008,13500,3.5,3,2
133000,7,4,1935,1995,7,2009,6120,1.0,3,1
369900,5,8,2005,2006,3,2006,11443,2.0,2,3
130000,7,6,1918,2000,5,2008,10267,1.0,2,1
137000,6,5,1982,1982,7,2009,8740,1.0,2,2
143000,8,5,1968,2003,6,2009,25095,1.0,1,1
79500,6,5,1930,1960,8,2008,9100,1.0,2,1
185900,5,7,2004,2004,9,2008,8320,2.5,3,2
451950,5,10,2008,2008,6,2009,13478,2.5,3,3
138000,8,5,1982,2003,6,2008,6600,1.0,2,2
140000,5,6,2003,2003,5,2009,4435,1.0,1,2
110000,6,5,1975,1975,4,2008,7990,1.0,3,1
319000,5,8,2005,2006,8,2006,11302,2.0,3,3
114504,7,6,1910,1993,10,2006,3600,1.0,3,1
194201,5,7,2006,2007,2,2007,3922,1.0,2,3
217500,6,5,1977,1977,3,2006,12984,2.0,3,2
151000,6,6,1980,1980,7,2008,1950,2.5,3,2
275000,5,8,2005,2005,6,2006,10927,2.5,3,2
141000,6,6,1937,1950,12,2007,9000,1.5,3,1
220000,5,8,1992,1992,2,2006,10041,2.5,3,2
151000,5,7,2004,2005,6,2010,3182,2.5,2,2
221000,5,7,2002,2002,9,2008,12803,2.0,3,2
205000,6,7,1965,1990,10,2009,13600,2.5,3,2
152000,5,5,1996,1996,11,2009,12464,1.0,3,2
225000,8,5,1948,2002,8,2006,7800,3.0,3,1
359100,6,8,1934,1998,9,2007,12168,2.5,4,2
118500,5,4,1961,1961,4,2007,7943,1.0,3,1
313000,5,9,2000,2000,5,2009,11050,2.5,3,3
148000,6,6,1978,1978,7,2007,10395,2.0,3,2
261500,5,8,2001,2001,11,2009,11885,2.5,3,2
147000,5,5,2007,2007,12,2007,8402,1.0,3,0
75500,6,4,1972,1972,5,2010,1491,1.0,1,0
137500,7,6,1963,1963,5,2010,8800,1.0,3,2
183200,5,6,2002,2003,6,2006,7861,2.5,3,2
105500,6,6,1954,1954,6,2008,7227,1.0,2,2
314813,5,9,2007,2007,7,2007,11694,2.0,3,3
305000,5,8,2003,2003,8,2008,12244,2.5,4,3
67000,3,3,1914,1950,9,2008,8248,1.0,2,0
240000,7,6,1974,1997,6,2008,10800,2.5,4,2
135000,6,5,1977,1977,7,2009,7064,1.0,3,2
168500,5,6,2000,2000,6,2007,2117,2.5,2,2
165150,5,6,1972,1972,11,2006,10400,2.0,4,2
160000,6,6,1962,1962,2,2010,10000,1.5,3,2
139900,5,5,1960,1978,8,2007,12342,1.0,3,1
153000,6,6,1955,1972,3,2010,9600,1.0,3,1
135000,5,5,1969,1969,9,2007,11606,2.0,5,2
168500,5,6,1964,1964,6,2008,9020,1.5,3,2
124000,6,5,1880,1991,6,2006,9000,1.0,3,1
209500,5,8,2006,2006,8,2007,4590,2.0,2,2
82500,5,7,1977,1977,4,2009,11900,2.0,3,2
139400,7,5,1954,2005,7,2007,9250,1.0,3,1
144000,5,6,1980,1980,6,2010,6979,0.0,0,2
200000,7,6,1914,1995,3,2007,10896,2.0,8,0
60000,3,2,1936,1950,1,2009,6120,1.0,1,0
93000,4,5,1954,1954,11,2009,6000,2.0,3,1
85000,7,5,1910,1950,5,2008,8777,1.0,2,0
264561,5,8,2006,2006,10,2006,3982,2.0,1,3
274000,5,8,2003,2004,4,2008,12677,1.5,1,2
226000,5,7,2001,2001,5,2007,7050,2.5,3,2
345000,7,8,1972,1995,7,2009,13860,2.5,4,2
152000,5,5,1969,1969,4,2007,10793,2.5,4,2
370878,5,9,2009,2009,10,2009,9187,2.5,2,3
143250,5,6,1971,1971,3,2007,10530,1.5,3,2
98300,5,5,1950,1950,7,2008,7200,1.0,3,2
155000,5,6,1953,1953,6,2008,10452,1.0,3,2
155000,5,6,1966,1966,6,2010,7700,1.5,4,2
84500,6,4,1970,1970,12,2007,1936,1.0,1,0
205950,6,7,2007,2007,5,2008,8125,2.5,3,2
108000,5,4,1940,1950,10,2009,9084,1.0,4,1
191000,5,7,1996,1996,7,2009,8750,2.5,2,2
135000,7,6,1906,1995,6,2008,10320,1.0,3,1
350000,6,8,1995,1995,8,2008,10437,2.5,2,3
88000,5,6,1971,1971,3,2010,1680,1.5,3,1
145500,7,5,1959,2006,8,2008,10007,1.5,3,1
149000,6,7,1931,2000,2,2008,7200,1.5,3,1
97500,5,6,1948,1950,1,2010,17503,1.0,3,1
167000,7,5,1964,1999,3,2009,9937,1.0,3,2
197900,7,7,1976,1976,11,2007,12384,2.5,3,2
402000,7,8,1994,2005,7,2009,46589,2.5,4,3
110000,3,6,1968,1968,7,2009,13560,1.0,2,2
137500,5,4,1972,1972,4,2008,10012,2.0,3,2
423000,5,8,2005,2006,1,2006,20896,1.5,1,3
230500,5,8,2000,2000,11,2006,11194,2.5,3,2
129000,5,6,1965,1979,8,2007,18450,2.5,3,2
193500,5,6,1994,1998,10,2008,8125,2.0,3,2
168000,6,5,1956,1987,11,2006,14175,1.5,3,2
137500,5,4,1922,1950,7,2006,11600,1.0,2,1
173500,5,6,2005,2005,2,2009,8633,2.5,3,2
103600,6,6,1925,1950,7,2009,6629,2.0,3,1
165000,6,6,1977,1977,6,2006,11250,1.5,3,2
257500,7,6,1957,2004,6,2007,14442,2.0,3,2
140000,6,6,1965,1965,7,2008,9200,1.0,3,1
148500,6,6,1978,1978,4,2009,2289,2.5,3,2
87000,2,4,1900,1950,5,2006,9600,2.0,4,3
109500,8,5,1924,2006,5,2009,9022,1.0,2,1
372500,5,8,2008,2008,7,2009,11844,2.5,3,3
128500,5,5,1961,1961,10,2007,9945,1.0,3,2
143000,5,6,1980,1980,5,2010,8012,2.0,2,1
159434,5,5,1932,2000,7,2009,4500,1.0,3,1
173000,5,6,1996,1997,11,2008,2887,1.0,2,2
285000,5,9,2002,2002,7,2007,11248,2.0,3,3
221000,5,7,1998,1998,6,2010,16770,2.5,4,2
207500,5,7,1984,1984,9,2007,5062,2.0,3,2
227875,6,7,2007,2007,8,2007,10207,3.0,3,2
148800,5,7,2004,2004,3,2007,5105,2.5,2,2
392000,6,8,2007,2007,10,2007,8089,2.0,2,2
194700,5,6,2005,2006,6,2007,7577,2.0,2,2
141000,5,6,2004,2004,5,2008,4426,1.0,1,2
755000,6,10,1994,1995,1,2007,21535,3.5,4,3
335000,5,7,1989,1990,4,2006,26178,2.5,4,2
108480,6,5,1921,1968,12,2006,5400,1.0,2,1
141500,6,5,1936,1950,4,2009,6120,1.5,3,2
176000,6,6,1987,1987,7,2006,13811,2.0,2,2
89000,7,5,1921,1950,6,2006,6000,1.0,2,1
123500,7,5,1952,1952,9,2006,6420,1.0,2,1
138500,8,5,1965,2009,4,2010,8450,1.0,3,1
196000,5,7,2004,2004,7,2008,4282,2.0,2,2
312500,5,8,2002,2002,5,2006,14331,2.0,3,3
140000,5,7,1969,1969,7,2006,9600,1.5,3,2
361919,5,8,2006,2006,7,2006,12438,2.5,4,3
140000,9,5,1900,1996,5,2010,7630,2.0,4,2
213000,5,7,2004,2005,5,2010,8400,2.0,3,2
55000,5,4,1930,1950,7,2010,5600,2.0,3,0
302000,5,7,1971,2002,6,2007,115149,2.0,2,2
254000,5,8,2006,2006,12,2009,6240,2.0,2,2
179540,5,7,2007,2007,7,2007,9018,2.5,3,2
109900,7,5,1966,1966,12,2008,7162,1.0,3,1
52000,6,3,1935,2003,7,2008,4130,1.0,2,0
102776,7,4,1900,1950,1,2010,8712,1.0,2,1
189000,5,8,1988,1989,10,2008,4671,2.0,2,2
129000,5,4,1970,1970,5,2006,9873,1.0,3,2
130500,8,6,1976,2005,3,2010,13517,2.5,3,2
165000,5,6,1974,1974,8,2009,10140,2.0,3,2
159500,8,7,1890,1998,7,2007,10800,1.5,3,2
157000,6,5,1973,2000,11,2008,10000,1.5,3,2
341000,5,7,1993,1994,8,2008,10542,2.5,3,3
128500,6,5,1969,1969,5,2006,9920,1.5,3,1
275000,5,8,1985,1985,12,2006,6563,2.0,2,2
143000,5,6,2004,2004,5,2010,4426,1.0,1,2
124500,7,4,1970,1970,7,2009,8120,1.0,3,2
135000,6,4,1954,1972,5,2008,8172,2.0,4,1
320000,5,9,2007,2008,2,2009,13286,2.0,3,3
120500,6,4,1970,1970,11,2009,6960,1.0,3,2
222000,9,6,1988,2007,12,2009,21695,2.0,3,2
194500,5,7,2007,2007,2,2009,7314,2.0,2,2
110000,5,5,1958,1958,7,2009,11475,2.0,4,3
103000,5,4,1925,1950,1,2009,6240,1.0,2,2
236500,5,8,1995,1996,3,2010,5389,2.0,2,2
187500,5,7,2003,2003,5,2007,9590,2.0,3,2
222500,5,7,1998,1999,7,2008,11404,2.5,3,2
131400,6,5,1961,1983,3,2009,10000,1.0,3,1
108000,5,5,1968,1968,5,2007,8978,1.0,3,1
163000,7,7,1914,1970,10,2006,10800,1.5,2,2
93500,4,3,1950,1950,7,2006,8544,2.0,2,2
239900,5,8,2005,2005,6,2006,10463,2.5,3,3
179000,5,5,1987,1988,3,2009,10800,3.0,3,0
190000,5,7,2004,2004,4,2009,9313,2.5,3,2
132000,7,5,1910,2002,5,2007,9600,2.0,2,2
142000,8,6,1961,1996,5,2008,6768,1.0,3,1
179000,5,7,2000,2001,12,2007,8450,2.0,3,2
175000,6,5,1963,1999,10,2009,12886,2.0,3,2
180000,5,8,1993,1993,10,2008,5395,2.0,2,2
299800,9,8,1976,1996,7,2008,8963,3.5,4,2
236000,5,7,2000,2000,4,2009,8795,2.5,4,2
265979,7,7,1880,2003,5,2009,11700,1.5,4,4
260400,5,7,1996,1996,3,2010,10593,2.0,3,2
98000,3,4,1945,1950,4,2009,8405,2.0,4,1
96500,7,4,1910,2004,6,2010,8800,1.0,3,0
162000,5,7,2003,2003,8,2007,7750,2.5,3,2
217000,5,6,1997,1997,7,2006,9236,2.0,3,2
275500,5,8,2005,2005,3,2006,10240,2.5,3,3
156000,8,6,1969,2005,7,2009,7930,1.0,3,2
172500,5,6,1999,1999,3,2009,3230,2.5,3,2
212000,5,8,2007,2007,4,2009,10769,2.5,3,2
158900,5,6,1978,1978,4,2010,11616,2.5,3,2
179400,5,7,1999,1999,8,2008,2280,2.5,3,2
290000,5,8,1995,1995,11,2007,12257,2.5,4,3
127500,6,6,1959,1959,10,2009,9100,1.0,2,1
100000,5,5,1924,1950,10,2009,6911,1.0,2,2
215200,5,7,2009,2009,6,2010,8640,2.5,3,2
337000,5,8,1999,1999,7,2009,9430,2.5,3,3
270000,5,8,1995,1996,4,2006,9549,1.5,2,2
264132,5,9,2008,2008,8,2008,14587,2.0,2,2
196500,5,7,1988,1988,3,2010,10421,2.5,3,2
160000,7,6,1940,1985,7,2008,12508,2.0,4,1
216837,5,7,2004,2005,10,2006,9100,2.0,3,2
538000,5,8,2003,2003,6,2010,53504,3.5,4,3
134900,5,5,1982,1982,4,2009,7252,1.0,2,2
102000,5,4,1951,1951,4,2006,8877,1.0,2,2
107000,5,6,1976,1976,3,2010,7819,1.0,3,2
114500,5,5,1958,1958,7,2007,10150,1.0,2,1
395000,5,8,2006,2006,7,2007,14226,2.0,3,3
162000,5,6,1998,1998,6,2009,4500,2.0,2,2
221500,5,7,2005,2006,7,2006,11210,2.0,3,3
142500,5,5,1974,1974,6,2006,13350,1.0,3,2
144000,5,5,1977,1977,10,2007,8400,2.0,4,2
135000,5,6,1977,1977,5,2006,10530,1.0,2,2
176000,5,7,1995,1996,6,2007,7875,2.0,3,2
175900,5,6,1992,1992,7,2006,7153,2.5,3,2
187100,5,7,2001,2002,6,2009,16285,2.0,3,2
165500,6,5,1978,1978,7,2009,9101,1.0,1,2
128000,6,6,1914,2001,6,2008,6300,2.0,3,0
161500,5,6,1967,1967,9,2009,9790,2.0,3,2
139000,6,5,1915,1950,6,2010,10800,2.0,4,1
233000,5,7,2004,2004,1,2010,10142,2.5,4,2
107900,7,4,1954,2000,8,2008,6000,1.0,2,1
187500,8,6,1966,2007,7,2007,12205,2.5,5,2
160200,5,7,2005,2006,9,2009,3182,2.0,2,2
146800,5,6,1976,1976,5,2007,11333,1.0,3,2
269790,5,7,1996,1997,6,2007,9920,2.5,3,2
225000,5,8,2007,2007,6,2007,9158,2.0,3,2
194500,5,7,1994,1996,10,2008,10832,2.5,3,2
171000,6,6,1980,1981,4,2010,8400,2.5,3,2
143500,5,6,1977,1977,4,2007,8197,1.5,3,2
110000,5,5,1953,1953,4,2008,7677,1.0,2,1
485000,5,9,2008,2009,7,2009,13518,3.5,4,3
175000,7,5,1937,1950,6,2007,7200,1.5,3,1
200000,5,6,1997,1997,5,2008,12798,2.5,4,2
109900,7,4,1916,1990,7,2007,4800,1.0,2,2
189000,5,7,2005,2005,10,2008,8199,2.5,3,2
582933,5,9,2008,2009,1,2009,13891,3.5,4,3
118000,5,5,1954,1954,6,2006,9000,1.0,2,1
227680,5,7,2008,2008,7,2008,12274,2.0,3,2
135500,5,5,1967,1967,10,2006,9750,2.0,3,1
223500,6,5,1923,2004,5,2009,21384,1.5,3,2
159950,5,5,1966,1966,6,2006,13400,1.0,3,2
106000,5,5,1898,1965,11,2009,8100,2.0,2,2
181000,6,6,1974,1999,1,2006,10140,1.5,3,2
144500,5,6,2004,2004,6,2008,4438,1.0,1,2
55993,5,5,1952,1952,6,2010,8712,1.0,2,2
157900,6,6,1958,1958,4,2007,9750,1.5,4,1
116000,7,5,1918,1950,7,2006,8248,1.5,3,1
224900,5,7,1998,1998,5,2010,12137,2.0,3,2
137000,6,5,1954,1954,7,2006,11425,1.0,2,1
271000,5,8,2002,2002,7,2008,13265,2.0,3,3
155000,7,6,1971,1971,6,2010,8816,1.0,3,2
224000,5,7,2009,2010,6,2010,6371,2.0,2,2
183000,5,7,2003,2003,6,2008,7226,2.5,3,2
93000,4,4,1953,1953,2,2009,6000,1.0,2,2
225000,5,7,2003,2003,10,2007,12394,2.5,3,2
139500,7,6,1940,1950,7,2009,9900,2.0,3,1
232600,5,8,2006,2006,6,2006,11216,2.0,3,2
385000,5,10,2007,2008,6,2008,14803,2.0,2,3
109500,6,5,1924,1950,5,2008,6130,1.0,2,0
189000,5,7,2001,2001,4,2009,8529,2.0,3,2
185000,5,5,1967,1967,6,2009,28698,2.5,3,2
147400,5,7,2005,2005,7,2006,2544,2.5,2,2
166000,5,6,1957,1957,6,2008,11900,1.5,3,2
151000,5,7,2005,2005,6,2006,3180,2.5,2,2
237000,6,7,2003,2003,1,2010,9548,2.5,3,2
167000,6,6,1964,1964,2,2009,10004,1.5,3,2
139950,6,5,1961,1961,9,2008,7875,1.0,3,2
128000,7,4,1950,1995,2,2010,9600,2.0,2,2
153500,6,5,1948,1973,6,2007,8100,1.0,2,2
100000,5,6,1973,1973,11,2008,1680,1.5,2,1
144000,6,5,1995,2006,6,2008,9525,1.5,3,1
130500,6,5,1946,1995,5,2008,11767,1.0,3,1
140000,8,6,1925,1950,3,2008,12155,2.0,4,1
157500,8,5,1904,2002,6,2008,10440,2.0,3,2
174900,7,6,1966,1966,5,2008,9020,1.5,3,2
141000,4,5,1961,1961,7,2007,8000,2.0,6,0
153900,8,5,1915,1950,6,2008,12665,1.5,4,3
171000,5,5,1975,1981,1,2007,16647,2.0,3,2
213000,5,7,1993,1993,7,2009,9317,2.5,3,2
133500,6,5,1972,1972,8,2009,15523,1.0,3,1
240000,8,6,1908,1997,9,2008,45600,3.0,5,2
187000,7,6,1976,1994,8,2007,9600,2.5,3,2
131500,5,6,2003,2003,11,2007,4435,1.0,1,2
215000,5,8,2003,2003,5,2006,3196,2.0,2,2
164000,5,7,1941,1950,8,2007,7128,2.0,4,1
158000,6,6,1964,1964,8,2009,12095,1.5,3,2
170000,4,5,1955,1974,7,2006,17920,1.5,3,2
127000,8,5,1962,2010,4,2010,6897,1.5,3,1
147000,6,6,1978,1978,10,2008,10970,1.0,3,2
174000,5,6,1994,1995,3,2009,8125,2.5,3,2
152000,5,7,1976,1976,6,2009,10400,2.0,3,2
250000,7,6,1968,1984,8,2006,11029,2.5,4,2
189950,8,7,1918,1998,6,2007,7642,1.5,3,1
131500,4,5,1965,1965,4,2010,11625,1.5,3,2
152000,5,6,1984,1985,5,2010,9672,2.0,3,2
132500,5,5,1959,1959,7,2009,7931,1.0,3,1
250580,5,7,2007,2008,5,2008,8640,2.0,3,2
148500,6,5,1970,1970,8,2009,8750,1.0,3,2
248900,5,8,2006,2007,11,2007,10656,2.0,3,3
129000,5,4,1961,1961,5,2007,6970,1.5,3,2
169000,6,5,1948,1950,5,2006,14762,2.0,2,2
236000,5,7,1993,1994,6,2010,9938,2.5,3,2
109500,5,5,1962,1962,8,2009,6600,1.0,2,1
200500,5,6,1998,1998,6,2010,8750,2.5,3,2
116000,7,5,1953,1996,10,2008,8892,1.0,3,2
133000,7,5,1949,1950,9,2009,12144,1.0,3,1
66500,6,5,1941,1950,8,2009,5720,1.5,3,1
303477,5,8,2007,2007,8,2007,9000,2.5,4,2
132250,5,4,1963,1963,1,2007,25286,1.0,3,2
350000,5,9,2004,2005,6,2009,8834,2.5,4,3
148000,7,5,1961,1995,6,2010,11782,1.0,3,2
136500,8,5,1978,2005,7,2009,7000,1.0,3,1
157000,5,5,2005,2006,6,2007,7024,1.5,2,2
187500,5,7,1990,1991,4,2007,13758,2.5,3,2
178000,5,6,1992,1993,12,2009,9636,2.5,3,2
118500,5,4,1912,1950,3,2006,6204,1.0,5,1
100000,5,5,1967,1967,7,2009,7150,1.0,3,1
328900,5,9,1999,2000,1,2008,5119,2.0,2,2
145000,5,5,1959,2005,6,2006,8393,2.0,4,2
135500,7,5,1955,1955,4,2008,16466,1.5,3,1
268000,6,8,1970,1970,10,2007,15865,2.0,4,2
149500,4,6,1953,1953,2,2009,12160,1.0,2,2
122900,7,5,1949,2006,7,2007,8064,1.0,3,2
172500,5,6,1978,1978,7,2009,11184,2.5,3,2
154500,8,6,1963,2003,2,2006,8414,1.0,3,1
165000,5,5,1954,1954,6,2008,13284,1.0,3,1
118858,5,5,1979,1979,6,2009,7018,2.0,4,2
140000,5,6,1963,1963,10,2008,7056,1.5,4,2
106500,6,4,1936,1950,4,2006,8765,1.0,2,1
142953,5,5,1979,1979,6,2009,7018,2.0,6,2
611657,5,9,2009,2010,3,2010,12919,2.5,2,3
135000,7,5,1961,1994,6,2006,6993,1.0,3,1
110000,6,4,1971,1971,6,2007,7340,1.0,2,1
153000,7,5,1957,2000,5,2009,8712,1.0,2,1
180000,5,7,2003,2003,7,2006,7875,2.5,3,2
240000,5,7,2006,2006,8,2006,14859,2.0,3,3
125500,6,5,1967,1967,8,2007,6173,1.0,3,1
128000,5,5,1954,1954,2,2010,9920,1.0,3,1
255000,5,8,2006,2006,6,2007,13501,2.0,3,3
250000,7,7,1936,1987,6,2006,11500,1.5,3,1
131000,5,5,1983,1983,6,2006,8885,1.0,2,2
174000,5,6,2005,2005,6,2009,12589,2.5,3,2
154300,5,5,1960,1960,1,2010,11600,2.0,5,2
143500,7,5,1977,1989,10,2009,9286,1.5,3,1
88000,7,5,1925,1950,7,2006,6120,1.0,3,1
145000,6,5,1949,1950,8,2007,6270,2.0,4,3
173733,5,6,2009,2009,6,2009,3000,2.5,2,2
75000,5,4,1970,1970,1,2007,2001,1.5,3,1
35311,3,2,1949,1950,10,2006,9000,0.0,1,1
135000,6,4,1956,1956,4,2009,17140,1.0,3,1
238000,5,7,1991,1991,11,2007,13125,2.5,4,3
176500,8,6,1958,2002,5,2008,11029,1.0,3,2
201000,5,6,1994,1994,7,2007,8462,2.5,3,2
145900,7,5,1900,2003,9,2008,8777,3.0,4,0
169990,5,6,2005,2006,10,2006,10237,2.0,3,2
193000,5,6,1993,1994,7,2008,8012,2.0,2,2
207500,6,6,1980,1980,5,2006,10240,2.0,3,2
175000,6,5,1977,1977,3,2008,15611,2.0,3,2
285000,5,8,2003,2004,5,2007,11999,2.5,4,3
176000,5,7,1968,1968,4,2008,9900,2.5,4,2
236500,5,8,2001,2001,6,2009,11838,2.0,3,2
222000,5,7,1997,1997,11,2006,13006,2.5,4,2
201000,5,8,2007,2007,7,2009,8925,2.0,3,3
117500,6,5,1965,1965,7,2009,9100,1.0,2,1
320000,5,9,2006,2006,3,2007,11670,2.0,3,3
190000,5,7,2004,2004,8,2009,8487,2.0,3,2
242000,7,7,1960,2007,11,2008,27650,2.0,4,2
79900,5,4,1926,1953,6,2006,5825,1.0,1,2
184900,5,7,2003,2003,8,2009,10083,2.0,2,2
253000,5,7,2005,2005,2,2009,9675,2.5,3,2
239799,5,7,2006,2006,8,2006,8760,2.5,3,3
244400,7,7,1940,1950,6,2010,24090,2.0,4,1
150900,5,6,1976,1976,7,2006,12640,2.0,4,2
214000,5,7,1999,1999,6,2009,8755,2.5,3,2
150000,3,4,1977,1977,8,2007,7711,2.0,4,0
143000,4,5,1967,1967,6,2007,25000,2.0,4,2
137500,6,6,1958,1958,1,2009,14375,1.0,3,2
124900,6,5,1890,1996,9,2009,8820,1.0,2,2
143000,6,5,1959,1959,3,2006,8163,1.0,3,1
270000,5,8,2002,2003,11,2007,14536,2.0,3,3
192500,5,7,2002,2002,2,2006,14006,2.5,3,2
197500,7,6,1972,2006,3,2010,9360,1.5,3,2
129000,8,5,1950,2002,7,2007,7200,1.0,3,2
119900,5,5,1965,1965,7,2006,7800,1.0,3,1
133900,8,5,1972,2003,4,2009,7200,1.0,2,1
172000,4,5,1969,1969,9,2008,11075,2.5,4,2
127500,5,6,1975,1975,10,2006,9400,2.0,4,0
145000,6,6,1946,1950,8,2007,7136,2.0,4,2
124000,6,6,1980,1980,5,2009,1300,1.5,2,2
