SalePrice,OverallQual,GrLivArea,YearRemodAdd,TotalBsmtSF,1stFlrSF,BedroomAbvGr,TotalBath,TotRmsAbvGrd,GarageCars
39300,1,334,1950,0,334,1,1.0,2,0
178000,8,1414,2004,707,707,3,2.5,6,2
107500,5,1347,1991,1117,820,3,1.0,5,0
188000,7,1724,1999,880,880,3,2.5,8,2
111250,4,864,1972,864,864,3,1.0,5,2
158000,5,1159,1968,1051,1159,3,1.5,7,1
272000,8,1601,2002,1581,1601,3,2.0,6,2
315000,9,1838,2006,1838,1838,2,2.0,8,3
248000,8,2285,2000,969,997,4,2.5,8,3
213250,7,1680,1999,1650,1680,3,2.0,7,2
133000,7,767,1998,723,767,1,1.0,4,1
179665,7,1496,2006,654,664,3,2.5,7,2
229000,7,2183,1988,1204,1377,4,2.5,9,3
210000,6,1635,1950,1065,915,3,1.5,6,2
129500,5,768,1970,768,768,2,1.0,5,2
125000,5,825,1995,825,825,2,1.0,4,2
263000,7,2094,2004,912,912,4,2.5,8,2
140000,6,1069,1977,1069,1069,2,2.0,4,2
112500,5,928,1957,928,928,3,1.0,5,1
255500,8,1717,2006,1709,1717,3,2.0,7,3
108000,4,1126,2003,0,1126,2,2.0,5,2
284000,7,2046,2004,998,1006,3,2.5,8,3
113000,5,1048,1950,993,1048,2,1.0,5,1
141000,5,1092,1957,1092,1092,2,1.0,6,1
108000,4,1336,1950,637,897,3,1.5,7,1
175000,7,1446,1997,729,729,3,2.5,6,2
234000,7,1557,2004,1374,1557,2,2.0,7,2
121500,5,1392,1996,1392,1392,3,1.5,5,2
170000,5,1389,1975,1389,1389,2,1.0,6,2
108000,5,996,1969,996,996,3,1.0,6,0
185000,6,1674,1950,1163,1163,4,2.0,8,2
268000,7,2295,2000,1095,1166,4,2.5,9,2
128000,6,1647,1950,806,841,4,1.5,6,1
325000,9,2504,2007,1122,1134,4,2.5,11,3
214000,7,1535,2004,1517,1535,3,2.0,7,2
316600,8,2132,2009,1496,1496,1,1.5,5,2
135960,5,943,1979,943,943,2,1.0,4,2
142600,5,1728,1965,1728,1728,6,2.0,10,2
120000,6,864,1959,864,864,2,1.0,4,1
224500,7,1692,2009,846,846,3,2.5,6,2
170000,7,1430,2000,384,774,3,2.5,8,2
139000,5,1109,2005,372,576,3,1.0,5,1
118500,5,1216,1950,832,832,2,1.0,6,1
145000,7,1477,1950,861,877,3,2.0,6,1
164500,5,1320,1966,1164,1320,3,1.0,6,2
146000,7,1392,2007,689,703,2,2.0,5,2
131500,5,1795,1954,1050,1050,4,2.0,7,1
181900,6,1429,1987,1144,1429,3,1.0,7,2
253293,8,2042,2009,2042,2042,3,2.5,8,3
118500,6,816,1990,816,816,3,1.0,5,0
325000,10,2775,2000,1237,1521,3,3.5,9,2
133000,4,1573,1995,884,989,3,1.0,6,1
369900,8,2028,2006,1868,2028,2,2.0,7,3
130000,6,838,2000,816,838,2,1.0,5,1
137000,5,860,1982,840,860,2,1.0,4,2
143000,5,1473,2003,1437,1473,1,1.0,5,1
79500,5,935,1960,742,779,2,1.0,4,1
185900,7,1582,2004,770,770,3,2.5,6,2
451950,10,2296,2008,1722,1728,3,2.5,10,3
138000,5,816,2003,816,816,2,1.0,4,2
140000,6,848,2003,848,848,1,1.0,4,2
110000,5,924,1975,924,924,3,1.0,5,1
319000,8,1826,2006,1814,1826,3,2.0,7,3
114504,6,1368,1993,684,684,3,1.0,7,1
194201,7,1402,2007,1258,1402,2,1.0,7,3
217500,5,1647,1977,1430,1647,3,2.0,7,2
151000,6,1556,1980,716,716,3,2.5,6,2
275000,8,1904,2005,1058,1058,3,2.5,8,2
141000,6,1375,1950,780,780,3,1.5,6,1
220000,8,1915,1992,908,927,3,2.5,8,2
151000,7,1200,2005,600,600,2,2.5,4,2
221000,7,1494,2002,1494,1494,3,2.0,6,2
205000,7,1986,1990,768,1186,3,2.5,7,2
152000,5,1040,1996,1040,1040,3,1.0,6,2
225000,5,2008,2002,896,1112,3,3.0,8,1
359100,8,3194,1998,965,1940,4,2.5,10,2
118500,4,1029,1961,1029,1029,3,1.0,5,1
313000,9,2153,2000,1440,1476,3,2.5,8,3
148000,6,1032,1978,1032,1032,3,2.0,6,2
261500,8,1872,2001,1299,1299,3,2.5,7,2
147000,5,1120,2007,1120,1120,3,1.0,6,0
75500,4,630,1972,630,630,1,1.0,3,0
137500,6,1054,1963,936,1054,3,1.0,6,2
183200,6,1509,2003,783,807,3,2.5,7,2
105500,6,832,1954,832,832,2,1.0,4,2
314813,9,1828,2007,1822,1828,3,2.0,9,3
305000,8,2262,2003,1482,1482,4,2.5,10,3
67000,3,864,1950,864,864,2,1.0,5,0
240000,6,2614,1997,1522,1548,4,2.5,9,2
135000,5,980,1977,980,980,3,1.0,6,2
168500,6,1512,2000,756,756,2,2.5,4,2
165150,6,1790,1972,732,1012,4,2.0,8,2
160000,6,1116,1962,1116,1116,3,1.5,5,2
139900,5,1422,1978,978,1422,3,1.0,6,1
153000,6,1520,1972,1156,1520,3,1.0,7,1
135000,5,2080,1969,1040,1040,5,2.0,9,2
168500,6,1350,1964,1248,1350,3,1.5,6,2
124000,5,1750,1991,636,1089,3,1.0,8,1
209500,8,1554,2006,1554,1554,2,2.0,6,2
82500,7,1411,1977,1386,1411,3,2.0,6,2
139400,5,1056,2005,1056,1056,3,1.0,6,1
144000,6,1056,1980,1056,1056,0,0.0,4,2
200000,6,3395,1995,1440,1440,8,2.0,14,0
60000,2,800,1950,264,800,1,1.0,4,0
93000,5,1387,1954,811,811,3,2.0,7,1
85000,5,796,1950,796,796,2,1.0,4,0
264561,8,1567,2006,1520,1567,1,2.0,7,3
274000,8,1518,2004,1518,1518,1,1.5,6,2
226000,7,1929,2001,1057,1057,3,2.5,7,2
345000,8,2704,1995,1952,2000,4,2.5,9,2
152000,5,1620,1969,780,780,4,2.5,7,2
370878,9,1766,2009,1766,1766,2,2.5,7,3
143250,6,981,1971,981,981,3,1.5,5,2
98300,5,1048,1950,0,1048,3,1.0,7,2
155000,6,1094,1953,1094,1094,3,1.0,5,2
155000,6,1839,1966,756,1051,4,1.5,7,2
84500,4,630,1970,630,630,1,1.0,3,0
205950,7,1665,2007,813,822,3,2.5,7,2
108000,4,1510,1950,755,755,4,1.0,7,1
191000,7,1716,1996,880,909,2,2.5,7,2
135000,6,1469,1995,756,756,3,1.0,7,1
350000,8,2113,1995,2109,2113,2,2.5,7,3
88000,6,1092,1971,525,525,3,1.5,6,1
145500,5,1053,2006,1053,1053,3,1.5,5,1
149000,7,1502,2000,776,851,3,1.5,6,1
97500,6,1458,1950,912,912,3,1.0,6,1
167000,5,1486,1999,1486,1486,3,1.0,7,2
197900,7,1935,1976,793,1142,3,2.5,7,2
402000,8,2448,2005,1629,1686,4,2.5,8,3
110000,6,1392,1968,1392,1392,2,1.0,5,2
137500,4,1181,1972,1138,1181,3,2.0,6,2
423000,8,2097,2006,2077,2097,1,1.5,8,3
230500,8,1936,2000,1406,1454,3,2.5,7,2
129000,6,2380,1979,1021,1465,3,2.5,7,2
193500,6,1679,1998,1408,1679,3,2.0,7,2
168000,5,1437,1987,1188,1437,3,1.5,6,2
137500,4,1180,1950,700,1180,2,1.0,5,1
173500,6,1476,2005,738,738,3,2.5,7,2
103600,6,1369,1950,672,697,3,2.0,6,1
165000,6,1208,1977,1208,1208,3,1.5,6,2
257500,6,1839,2004,1477,1839,3,2.0,7,2
140000,6,1136,1965,1136,1136,3,1.0,5,1
148500,6,1441,1978,855,855,3,2.5,7,2
87000,4,1774,1950,1095,1095,4,2.0,8,3
109500,5,792,2006,768,792,2,1.0,5,1
372500,8,2046,2008,2046,2046,3,2.5,7,3
128500,5,988,1961,988,988,3,1.0,5,2
143000,6,923,1980,923,923,2,2.0,5,1
159434,5,1520,2000,793,848,3,1.0,6,1
173000,6,1291,1997,1291,1291,2,1.0,6,2
285000,9,1668,2002,1626,1668,3,2.0,7,3
221000,7,1839,1998,1195,1195,4,2.5,7,2
207500,7,2090,1984,1190,1190,3,2.0,6,2
227875,7,1761,2007,874,874,3,3.0,7,2
148800,7,1102,2004,551,551,2,2.5,4,2
392000,8,1419,2007,1419,1419,2,2.0,7,2
194700,6,1362,2006,1362,1362,2,2.0,6,2
141000,6,848,2004,848,848,1,1.0,3,2
755000,10,4316,1995,2444,2444,4,3.5,10,3
335000,7,2519,1990,1210,1238,4,2.5,9,2
108480,5,1073,1968,1073,1073,2,1.0,4,1
141500,5,1539,1950,927,1067,3,1.5,5,2
176000,6,1137,1987,1112,1137,2,2.0,5,2
89000,5,616,1950,616,616,2,1.0,4,1
123500,5,1148,1952,980,1148,2,1.0,6,1
138500,5,894,2009,894,894,3,1.0,5,1
196000,7,1391,2004,1391,1391,2,2.0,5,2
312500,8,1800,2002,1800,1800,3,2.0,7,3
140000,7,1164,1969,1164,1164,3,1.5,6,2
361919,8,2576,2006,1234,1264,4,2.5,10,3
140000,5,1812,1996,360,1032,4,2.0,8,2
213000,7,1484,2005,1473,1484,3,2.0,7,2
55000,4,1092,1950,0,372,3,2.0,7,0
302000,7,1824,2002,1643,1824,2,2.0,5,2
254000,8,1324,2006,1324,1324,2,2.0,6,2
179540,7,1456,2007,728,728,3,2.5,8,2
109900,5,904,1966,876,904,3,1.0,6,1
52000,3,729,2003,270,729,2,1.0,5,0
102776,4,1178,1950,859,859,2,1.0,7,1
189000,8,1228,1989,1228,1228,2,2.0,5,2
129000,4,960,1970,960,960,3,1.0,6,2
130500,6,1479,2005,725,725,3,2.5,6,2
165000,6,1350,1974,1064,1350,3,2.0,7,2
159500,7,2554,1998,718,1576,3,1.5,8,2
157000,5,1178,2000,1176,1178,3,1.5,5,2
341000,7,2418,1994,1311,1325,3,2.5,9,3
128500,5,971,1969,971,971,3,1.5,5,1
275000,8,1742,1985,1742,1742,2,2.0,5,2
143000,6,848,2004,848,848,1,1.0,3,2
124500,4,864,1970,864,864,3,1.0,5,2
135000,4,1470,1972,941,997,4,2.0,7,1
320000,9,1698,2008,1698,1698,3,2.0,8,3
120500,4,864,1970,864,864,3,1.0,5,2
222000,6,1680,2007,880,1680,3,2.0,5,2
194500,7,1232,2007,1232,1232,2,2.0,6,2
110000,5,1776,1958,1584,1776,4,2.0,9,3
103000,4,1208,1950,780,848,2,1.0,5,2
236500,8,1616,1996,1595,1616,2,2.0,5,2
187500,7,1146,2003,868,1146,3,2.0,6,2
222500,7,2031,1999,1153,1153,3,2.5,8,2
131400,5,1144,1983,864,1144,3,1.0,6,1
108000,5,948,1968,948,948,3,1.0,6,1
163000,7,1768,1970,880,880,2,1.5,6,2
93500,3,1040,1950,0,1040,2,2.0,6,2
239900,8,1801,2005,893,901,3,2.5,8,3
179000,5,1200,1988,1200,1200,3,3.0,5,0
190000,7,1728,2004,864,864,3,2.5,7,2
132000,5,1432,2002,264,768,2,2.0,7,2
142000,6,912,1996,912,912,3,1.0,5,1
179000,7,1349,2001,1349,1349,3,2.0,6,2
175000,5,1464,1999,520,1464,3,2.0,6,2
180000,8,1337,1993,1337,1337,2,2.0,5,2
299800,8,2715,1996,1142,1175,4,3.5,11,2
236000,7,2256,2000,952,980,4,2.5,8,2
265979,7,2640,2003,1240,1320,4,1.5,8,4
260400,7,1720,1996,1720,1720,3,2.0,7,2
98000,4,1529,1950,0,1088,4,2.0,9,1
96500,4,1140,2004,576,792,3,1.0,7,0
162000,7,1320,2003,660,660,3,2.5,6,2
217000,6,1494,1997,1479,1494,3,2.0,6,2
275500,8,2098,2005,1030,1038,3,2.5,8,3
156000,6,1026,2005,1026,1026,3,1.0,5,2
172500,6,1471,1999,729,742,3,2.5,6,2
212000,8,1768,2007,866,866,3,2.5,7,2
158900,6,1386,1978,672,672,3,2.5,6,2
179400,7,1501,1999,744,757,3,2.5,6,2
290000,8,2531,1995,1318,1328,4,2.5,9,3
127500,6,864,1959,864,864,2,1.0,5,1
100000,5,1301,1950,1145,1301,2,1.0,5,2
215200,7,1547,2009,756,764,3,2.5,7,2
337000,8,2365,1999,1252,1268,3,2.5,8,3
270000,8,1494,1996,1494,1494,2,1.5,6,2
264132,9,1506,2008,1498,1506,2,2.0,6,2
196500,7,1714,1988,980,980,3,2.5,7,2
160000,6,1750,1985,983,983,4,2.0,7,1
216837,7,1836,2005,1860,1836,3,2.0,8,2
538000,8,3279,2003,1650,1690,4,3.5,12,3
134900,5,858,1982,858,858,2,1.0,5,2
102000,4,1220,1951,836,1220,2,1.0,6,2
107000,6,1117,1976,1029,1117,3,1.0,6,2
114500,5,912,1958,912,912,2,1.0,5,1
395000,8,1973,2006,1935,1973,3,2.0,9,3
162000,6,1204,1998,1204,1204,2,2.0,5,2
221500,7,1614,2006,1614,1614,3,2.0,7,3
142500,5,894,1974,864,894,3,1.0,5,2
144000,5,2020,1977,0,2020,4,2.0,10,2
135000,6,1004,1977,975,1004,2,1.0,4,2
176000,7,1253,1996,1237,1253,3,2.0,6,2
175900,6,1603,1992,761,810,3,2.5,7,2
187100,7,1430,2002,1413,1430,3,2.0,6,2
165500,5,1110,1978,1097,1110,1,1.0,4,2
128000,6,1484,2001,742,742,3,2.0,9,0
161500,6,1342,1967,1372,1342,3,2.0,7,2
139000,5,1652,1950,686,966,4,2.0,7,1
233000,7,2084,2004,956,956,4,2.5,8,2
107900,4,901,2000,901,901,2,1.0,4,1
187500,6,2087,2007,832,976,5,2.5,9,2
160200,7,1145,2006,1145,1145,2,2.0,5,2
146800,6,1062,1976,1029,1062,3,1.0,5,2
269790,7,2013,1997,1117,1127,3,2.5,8,2
225000,8,1496,2007,1496,1496,3,2.0,7,2
194500,7,1895,1996,712,1086,3,2.5,7,2
171000,6,1564,1981,650,888,3,2.5,7,2
143500,6,1285,1977,660,1285,3,1.5,7,2
110000,5,773,1953,773,773,2,1.0,4,1
485000,9,3140,2009,1926,1966,4,3.5,11,3
175000,5,1768,1950,731,981,3,1.5,7,1
200000,6,1688,1997,616,616,4,2.5,8,2
109900,4,1196,1990,1196,1196,2,1.0,5,2
189000,7,1456,2005,728,728,3,2.5,7,2
582933,9,2822,2009,1734,1734,4,3.5,12,3
118000,5,1128,1954,936,1128,2,1.0,5,1
227680,7,1428,2008,1417,1428,3,2.0,6,2
135500,5,980,1967,980,980,3,2.0,6,1
223500,5,1576,2004,1324,1072,3,1.5,6,2
159950,5,1086,1966,1024,1086,3,1.0,6,2
106000,5,2138,1965,849,1075,2,2.0,11,2
181000,6,1309,1999,1040,1309,3,1.5,5,2
144500,6,848,2004,848,848,1,1.0,4,2
55993,5,1044,1952,540,1044,2,1.0,4,2
157900,6,1442,1958,1442,1442,4,1.5,7,1
116000,5,1250,1950,686,686,3,1.5,7,1
224900,7,1661,1998,1649,1661,3,2.0,6,2
137000,5,1008,1954,1008,1008,2,1.0,4,1
271000,8,1689,2002,1568,1689,3,2.0,7,3
155000,6,1052,1971,1010,1052,3,1.0,6,2
224000,7,1358,2010,1358,1358,2,2.0,6,2
183000,7,1640,2003,798,798,3,2.5,6,2
93000,4,936,1953,936,936,2,1.0,4,2
225000,7,1733,2003,847,847,3,2.5,7,2
139500,6,1489,1950,778,944,3,2.0,7,1
232600,8,1489,2006,1489,1489,3,2.0,7,2
385000,10,2084,2008,2078,2084,2,2.0,7,3
109500,5,784,1950,784,784,2,1.0,5,0
189000,7,1434,2001,1454,1434,3,2.0,6,2
185000,5,2126,1967,1013,1160,3,2.5,7,2
147400,7,1223,2005,600,520,2,2.5,4,2
166000,6,1392,1957,1392,1392,3,1.5,6,2
151000,7,1200,2005,600,520,2,2.5,4,2
237000,7,1829,2003,941,941,3,2.5,7,2
167000,6,1516,1964,1516,1516,3,1.5,6,2
139950,5,1144,1961,1144,1144,3,1.0,6,2
128000,4,1067,1995,1067,1067,2,2.0,4,2
153500,5,1559,1973,1559,1559,2,1.0,5,2
100000,6,987,1973,483,483,2,1.5,5,1
144000,5,1099,2006,1099,1099,3,1.5,6,1
130500,5,1200,1995,768,768,3,1.0,6,1
140000,6,1482,1950,672,810,4,2.0,7,1
157500,5,1539,2002,650,958,3,2.0,8,2
174900,6,1165,1966,1127,1165,3,1.5,6,2
141000,5,1800,1961,1800,1800,6,2.0,10,0
153900,5,1416,1950,876,876,4,1.5,7,3
171000,5,1701,1981,1390,1701,3,2.0,6,2
213000,7,1775,1993,740,1006,3,2.5,7,2
133500,5,864,1972,864,864,3,1.0,5,1
240000,6,2358,1997,907,1307,5,3.0,10,2
187000,6,1855,1994,528,1094,3,2.5,7,2
131500,6,848,2003,848,848,1,1.0,3,2
215000,8,1456,2003,1273,1456,2,2.0,7,2
164000,7,1646,1950,918,918,4,2.0,7,1
158000,6,1445,1964,1127,1445,3,1.5,7,2
170000,5,1779,1974,1763,1779,3,1.5,6,2
127000,5,1040,2010,1040,1040,3,1.5,6,1
147000,6,1026,1978,940,1026,3,1.0,5,2
174000,6,1481,1995,702,702,3,2.5,6,2
152000,7,1370,1976,1090,1370,3,2.0,6,2
250000,6,2654,1984,1054,1512,4,2.5,9,2
189950,7,1426,1998,912,912,3,1.5,7,1
131500,5,1039,1965,1039,1039,3,1.5,6,2
152000,6,1097,1985,1040,1097,3,2.0,6,2
132500,5,1148,1959,1148,1148,3,1.0,6,1
250580,7,1372,2008,1372,1372,3,2.0,6,2
148500,5,1002,1970,1002,1002,3,1.0,5,2
248900,8,1646,2007,1638,1646,3,2.0,6,3
129000,4,1120,1961,1040,1120,3,1.5,5,2
169000,5,2320,1950,0,1547,2,2.0,7,2
236000,7,1949,1994,1050,1062,3,2.5,8,2
109500,5,894,1962,894,894,2,1.0,5,1
200500,6,1682,1998,804,804,3,2.5,7,2
116000,5,910,1996,105,910,3,1.0,5,2
133000,5,1268,1950,832,1036,3,1.0,6,1
66500,5,1131,1950,676,676,3,1.5,5,1
303477,8,2610,2007,1184,1184,4,2.5,11,2
132250,4,1040,1963,1064,1040,3,1.0,5,2
350000,9,2224,2005,1462,1462,4,2.5,10,3
148000,5,1155,1995,1109,1155,3,1.0,6,2
136500,5,864,2005,864,864,3,1.0,6,1
157000,5,1090,2006,1090,1090,2,1.5,5,2
187500,7,1717,1991,1156,1187,3,2.5,7,2
178000,6,1593,1993,808,808,3,2.5,7,2
118500,4,2230,1950,795,954,5,1.0,10,1
100000,5,892,1967,892,892,3,1.0,5,1
328900,9,1709,2000,1698,1709,2,2.0,5,2
145000,5,1712,2005,1626,1712,4,2.0,8,2
135500,5,1393,1955,816,872,3,1.5,8,1
268000,8,2217,1970,2217,2217,4,2.0,8,2
149500,6,1505,1953,1505,1505,2,1.0,6,2
122900,5,924,2006,672,672,3,1.0,6,2
172500,6,1683,1978,918,918,3,2.5,7,2
154500,6,1068,2003,1059,1068,3,1.0,6,1
165000,5,1383,1954,1383,1383,3,1.0,6,1
118858,5,1535,1979,0,1535,4,2.0,8,2
140000,6,1796,1963,780,983,4,1.5,8,2
106500,4,951,1950,951,951,2,1.0,6,1
142953,5,2240,1979,0,1120,6,2.0,12,2
611657,9,2364,2010,2330,2364,2,2.5,11,3
135000,5,1236,1994,912,1236,3,1.0,6,1
110000,4,858,1971,858,858,2,1.0,4,1
153000,5,1306,2000,992,1306,2,1.0,5,1
180000,7,1509,2003,783,807,3,2.5,8,2
240000,7,1670,2006,1670,1670,3,2.0,7,3
125500,5,902,1967,876,902,3,1.0,6,1
128000,5,1063,1954,1056,1063,3,1.0,6,1
255000,8,1636,2006,1623,1636,3,2.0,8,3
250000,7,2057,1987,1017,1020,3,1.5,6,1
131000,5,902,1983,864,902,2,1.0,5,2
174000,6,1484,2005,742,742,3,2.5,8,2
154300,5,2274,1960,1105,1105,5,2.0,12,2
143500,5,1268,1989,1268,1268,3,1.5,5,1
88000,5,1015,1950,768,1015,3,1.0,6,1
145000,5,2002,1950,1001,1001,4,2.0,8,3
173733,6,1224,2009,612,612,2,2.5,4,2
75000,4,1092,1970,546,546,3,1.5,6,1
35311,2,480,1950,480,480,1,0.0,4,1
135000,4,1229,1956,1134,1229,3,1.0,6,1
238000,7,2127,1991,1104,912,4,2.5,8,3
176500,6,1414,2002,1184,1414,3,1.0,6,2
201000,6,1721,1994,928,936,3,2.5,7,2
145900,5,2200,2003,1272,1272,4,3.0,9,0
169990,6,1316,2006,1316,1316,3,2.0,6,2
193000,6,1617,1994,1604,1617,2,2.0,5,2
207500,6,1686,1980,1686,1686,3,2.0,7,2
175000,5,1126,1977,1126,1126,3,2.0,6,2
285000,8,2374,2004,1181,1234,4,2.5,10,3
176000,7,1978,1968,832,1098,4,2.5,9,2
236500,8,1788,2001,1753,1788,3,2.0,7,2
222000,7,2236,1997,964,993,4,2.5,8,2
201000,8,1466,2007,1466,1466,3,2.0,7,3
117500,5,925,1965,925,925,2,1.0,5,1
320000,9,1905,2006,1905,1905,3,2.0,8,3
190000,7,1500,2004,1500,1500,3,2.0,6,2
242000,7,2069,2007,585,2069,4,2.0,9,2
79900,4,747,1953,600,747,1,1.0,5,2
184900,7,1200,2003,1176,1200,2,2.0,5,2
253000,7,1971,2005,1113,1113,3,2.5,8,2
239799,7,1962,2006,1391,1391,3,2.5,7,3
244400,7,2403,1950,1032,1207,4,2.0,10,1
150900,6,1728,1976,1728,1728,4,2.0,8,2
214000,7,2060,1999,992,1022,3,2.5,8,2
150000,4,1440,1977,1440,1440,4,2.0,8,0
143000,5,1632,1967,1632,1632,4,2.0,8,2
137500,6,1344,1958,819,1344,3,1.0,7,2
124900,5,1869,1996,1088,1188,2,1.0,7,2
143000,5,1144,1959,1144,1144,3,1.0,6,1
270000,8,1629,2003,1616,1629,3,2.0,9,3
192500,7,1776,2002,936,936,3,2.5,7,2
197500,6,1381,2006,1161,1381,3,1.5,5,2
129000,5,864,2002,864,864,3,1.0,5,2
119900,5,965,1965,828,965,3,1.0,6,1
133900,5,768,2003,768,768,2,1.0,5,1
172000,5,1968,1969,784,1168,4,2.5,7,2
127500,6,980,1975,945,980,4,2.0,4,0
145000,6,1958,1950,979,979,4,2.0,8,2
124000,6,1229,1980,561,561,2,1.5,5,2
132000,5,1057,1962,1057,1057,3,1.0,6,2
185000,7,1337,2003,1337,1337,3,2.0,6,2
155000,7,1416,1999,696,696,3,2.5,6,2
116500,5,858,2008,858,858,2,1.0,4,0
272000,6,2872,1995,1330,1542,4,2.5,11,2
155000,6,1548,1976,804,804,3,2.5,7,2
239000,9,1800,2007,1800,1800,2,2.0,7,2
214900,7,1894,2003,817,824,4,2.5,8,2
178900,6,1484,2007,783,783,3,2.5,8,2
160000,5,1308,1950,728,976,2,1.5,7,1
135000,5,1098,1955,1098,1098,3,1.0,6,1
37900,3,968,1950,600,600,2,1.0,6,0
140000,6,1095,1958,588,1095,2,1.0,6,1
135000,4,1192,1950,720,720,4,1.5,6,0
173000,7,1626,2004,764,764,2,2.0,6,2
99500,6,918,1979,918,918,2,2.0,5,1
182000,7,1428,2008,1428,1428,3,2.0,6,2
167500,7,2019,1993,728,1136,3,1.0,8,2
165000,7,1382,2000,673,673,3,2.5,6,2
85500,4,869,1958,440,869,2,1.0,4,0
199900,7,1241,2007,1241,1241,1,1.5,4,2
110000,4,894,1954,894,894,3,1.0,5,2
139000,5,1121,1963,1121,1121,3,1.0,5,2
178400,7,999,2007,944,999,3,1.0,6,2
336000,8,2612,1999,1225,1276,4,2.5,8,3
159895,7,1266,2007,1266,1266,2,2.0,6,2
255900,8,2290,2002,1128,1149,4,2.5,9,2
126000,5,1734,1977,0,1302,4,2.0,8,2
125000,5,1164,1950,1164,1164,3,1.0,5,1
117000,6,1635,2003,485,1001,2,1.0,5,1
395192,9,1940,2010,1930,1940,3,2.5,8,3
195000,6,2030,1976,848,1118,4,2.5,8,2
197000,7,1576,2006,770,778,3,2.5,6,2
348000,8,2392,1998,1396,1407,3,2.5,7,3
168000,8,1742,1986,916,916,4,1.5,8,2
187000,6,1851,1993,822,1020,3,2.5,7,2
173900,6,1500,2006,750,750,3,2.5,6,2
337500,10,1718,2007,1700,1718,3,2.0,7,3
121600,4,1230,1950,747,774,3,1.5,5,1
136500,5,1050,1961,1050,1050,3,1.0,6,1
185000,6,1442,1970,1442,1442,2,2.0,6,2
91000,3,1077,1950,1007,1077,3,1.0,6,1
206000,7,1208,2006,1187,1208,2,2.0,6,2
82000,3,944,1952,0,944,2,1.0,4,2
86000,5,691,1950,691,691,2,1.0,4,1
232000,8,1574,2006,1574,1574,3,2.0,7,3
136905,5,1680,1976,1680,1680,4,2.0,8,2
181000,7,1504,2006,1346,1504,1,2.0,7,2
149900,5,985,1977,985,985,3,2.0,6,1
163500,6,1657,1970,1657,1657,3,2.0,7,2
88000,4,1092,1970,546,546,3,1.5,6,1
240000,7,1710,2005,1710,1710,3,2.0,7,2
102000,5,1522,1950,1008,1008,4,2.0,7,0
135000,5,1271,1950,720,720,4,2.0,7,1
100000,5,1664,1965,0,1664,4,2.0,8,0
165000,6,1502,1996,602,900,3,1.5,7,1
85000,5,1022,2006,1022,1022,2,1.0,4,1
119200,6,1082,1950,1082,1082,2,1.0,5,1
227000,8,1665,2001,810,810,3,2.5,6,2
203000,7,1504,1996,1504,1504,3,2.0,6,2
187500,8,1360,1984,1220,1360,1,1.0,4,2
160000,7,1472,1992,384,802,3,2.5,7,2
213490,7,1506,2005,1362,1506,2,2.0,6,2
176000,4,1132,2005,1132,1132,2,1.5,5,2
194000,7,1220,2006,1199,1220,2,2.0,6,2
87000,5,1248,1950,912,912,2,1.0,6,1
191000,7,1504,2006,1346,1504,2,2.0,7,2
287000,8,2898,1976,1565,2898,2,2.0,10,2
112500,5,882,1972,882,882,3,1.0,5,2
167500,5,1264,1960,1268,1264,3,1.0,6,2
293077,8,1646,2008,1638,1646,3,2.0,7,3
105000,5,1376,1950,768,968,3,1.0,6,1
118000,6,1218,1972,672,672,3,1.5,7,1
160000,5,1928,1995,686,948,5,2.0,10,0
197000,7,3082,1970,824,1687,5,2.5,12,2
310000,8,2520,1993,1338,1352,5,2.5,10,3
230000,7,1654,2002,1654,1654,3,2.0,6,3
119750,5,954,1950,920,954,2,1.0,5,1
84000,4,845,1957,0,845,3,1.0,5,1
315500,9,1620,2008,1620,1620,2,2.0,6,3
287000,8,2263,2002,1055,1055,3,2.5,7,2
97000,4,1344,2008,546,798,3,1.5,6,0
80000,4,630,1970,630,630,1,1.0,3,1
155000,5,1803,2000,1134,1803,3,2.0,8,2
173000,6,1632,2000,800,800,4,1.5,7,2
196000,6,1306,2005,1306,1306,1,2.0,5,2
262280,7,2329,1990,1475,1532,4,2.5,10,2
278000,8,2524,1981,2524,2524,4,2.5,9,2
139600,3,1733,1955,0,1733,4,2.0,8,2
556581,9,2868,2006,1992,1992,4,3.5,11,3
145000,5,990,1995,990,990,3,1.0,5,2
115000,5,1771,2006,0,1771,3,1.0,9,2
84900,4,930,2006,0,930,2,1.0,6,1
176485,7,1302,2007,1302,1302,3,2.0,6,2
200141,7,1316,2007,1316,1316,3,2.0,6,2
165000,6,1977,1978,816,1127,4,1.5,9,2
144500,5,1526,2002,1216,1526,4,1.0,7,1
255000,8,1989,2002,1065,1091,3,2.5,7,2
180000,6,1523,1976,1193,1523,3,2.0,7,2
185850,7,1364,2005,1364,1364,2,2.0,6,2
248000,7,1850,1994,973,979,3,2.5,7,2
335000,9,2184,2008,1104,1130,3,2.5,10,3
220000,6,1991,1950,854,1096,3,1.5,7,2
213500,8,1338,2001,1338,1338,2,2.0,6,2
81000,3,894,1950,894,894,2,1.0,6,3
90000,5,2337,1950,662,1422,5,2.0,10,2
110500,6,1103,1980,1103,1103,2,1.0,5,2
154000,5,1154,1966,1154,1154,3,1.5,6,2
328000,7,2260,1997,1306,1306,3,2.5,7,2
178000,6,1571,1994,799,799,3,2.5,7,2
167900,6,1611,1964,780,798,4,1.5,7,2
151400,6,2521,1973,942,1291,5,2.5,10,2
